student_id,school_type,school_major_detail,initial_choice_program,recommended_top1_program,recommended_top1_program_id,recommended_top1_score,recommended_top3_programs,recommended_top5_programs,alignment_status,advisory_message,generator_version
STU-004188,SMK,Farmasi Klinis dan Komunitas,Biologi,Biologi,PRG2-013,1.0,Biologi|Farmasi|Kimia,Biologi|Farmasi|Kimia|Ilmu Gizi|Teknologi Pangan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004189,SMK,Pemasaran - Bisnis Digital,Teknik Sipil,Teknik Sipil,PRG2-009,0.774,Teknik Sipil|Teknik Mesin|Teknik Elektro,Teknik Sipil|Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Informatika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004190,SMK,Desain Komunikasi Visual,Teknik Elektro,Statistika,PRG2-012,0.79,Statistika|Sains Data|Teknik Industri,Statistika|Sains Data|Teknik Industri|Desain Komunikasi Visual|Farmasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004191,SMA,IPS/Soshum,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris,PRG2-025,1.0,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Psikologi,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Psikologi|Pariwisata|Kesehatan Masyarakat,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004192,SMK,Teknik Elektronika,Sistem Informasi,Teknik Industri,PRG2-007,0.771,Teknik Industri|Sistem Informasi|Desain Produk,Teknik Industri|Sistem Informasi|Desain Produk|Desain Komunikasi Visual|Agribisnis,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-004193,SMK,Layanan Kesehatan,Pendidikan Dokter,Pendidikan Dokter,PRG2-015,0.906,Pendidikan Dokter|Farmasi|Kimia,Pendidikan Dokter|Farmasi|Kimia|Biologi|Statistika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004194,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Kimia,Kimia,PRG2-014,0.881,Kimia|Teknik Informatika|Sains Data,Kimia|Teknik Informatika|Sains Data|Statistika|Farmasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004195,SMK,Agribisnis Tanaman/Ternak/Perikanan,Ilmu Gizi,Pendidikan Guru Sekolah Dasar,PRG2-024,0.854,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Keperawatan|Pariwisata,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004196,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Matematika,Biologi,PRG2-013,0.789,Biologi|Ilmu Gizi|Farmasi,Biologi|Ilmu Gizi|Farmasi|Matematika|Pendidikan Dokter,sebagian_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-004197,SMK,Akuntansi dan Keuangan Lembaga,Keperawatan,Keperawatan,PRG2-017,0.874,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Psikologi|Pariwisata,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004198,SMK,Pemasaran - Bisnis Digital,Film dan Televisi,Film dan Televisi,PRG2-031,0.819,Film dan Televisi|Arsitektur|Desain Komunikasi Visual,Film dan Televisi|Arsitektur|Desain Komunikasi Visual|Desain Produk|Bisnis Digital,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004199,SMK,Farmasi Klinis dan Komunitas,Pendidikan Dokter,Ilmu Gizi,PRG2-019,0.725,Ilmu Gizi|Farmasi|Biologi,Ilmu Gizi|Farmasi|Biologi|Agroteknologi|Teknologi Pangan,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004200,MA,IPS/Soshum,Ilmu Hukum,Ilmu Hukum,PRG2-022,1.0,Ilmu Hukum|Administrasi Publik|Akuntansi,Ilmu Hukum|Administrasi Publik|Akuntansi|Teknik Industri|Sistem Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004201,SMK,Desain Komunikasi Visual,Ekonomi Pembangunan,Akuntansi,PRG2-027,0.684,Akuntansi|Arsitektur|Desain Produk,Akuntansi|Arsitektur|Desain Produk|Agroteknologi|Teknik Mesin,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004202,SMK,Akuntansi dan Keuangan Lembaga,Bisnis Digital,Bisnis Digital,PRG2-005,0.929,Bisnis Digital|Manajemen|Akuntansi,Bisnis Digital|Manajemen|Akuntansi|Pariwisata|Sistem Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004203,SMK,Manajemen Perkantoran dan Layanan Bisnis,Sistem Informasi,Pendidikan Guru Sekolah Dasar,PRG2-024,0.846,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Keperawatan|Pariwisata,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004204,MA,IPS/Soshum,Ekonomi Pembangunan,Ekonomi Pembangunan,PRG2-028,0.888,Ekonomi Pembangunan|Matematika|Farmasi,Ekonomi Pembangunan|Matematika|Farmasi|Pendidikan Dokter|Statistika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004205,SMK,Manajemen Perkantoran dan Layanan Bisnis,Belum yakin,Teknologi Informasi,PRG2-004,0.769,Teknologi Informasi|Teknik Mesin|Teknik Elektro,Teknologi Informasi|Teknik Mesin|Teknik Elektro|Teknik Informatika|Teknik Sipil,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-004206,SMK,Desain Komunikasi Visual,Desain Produk,Desain Produk,PRG2-030,0.943,Desain Produk|Desain Komunikasi Visual|Arsitektur,Desain Produk|Desain Komunikasi Visual|Arsitektur|Film dan Televisi|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004207,SMK,Agribisnis Tanaman/Ternak/Perikanan,Teknik Sipil,Teknik Sipil,PRG2-009,0.975,Teknik Sipil|Agroteknologi|Teknik Mesin,Teknik Sipil|Agroteknologi|Teknik Mesin|Teknik Elektro|Agribisnis,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004208,SMK,Teknik Mesin,Desain Komunikasi Visual,Desain Komunikasi Visual,PRG2-029,0.95,Desain Komunikasi Visual|Desain Produk|Arsitektur,Desain Komunikasi Visual|Desain Produk|Arsitektur|Film dan Televisi|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004209,SMK,Manajemen Perkantoran dan Layanan Bisnis,Teknik Sipil,Teknologi Pangan,PRG2-034,0.965,Teknologi Pangan|Ilmu Gizi|Agroteknologi,Teknologi Pangan|Ilmu Gizi|Agroteknologi|Biologi|Agribisnis,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004210,SMK,Teknik Mesin,Belum yakin,Teknik Mesin,PRG2-008,0.905,Teknik Mesin|Teknik Elektro|Teknologi Informasi,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Informatika|Teknik Sipil,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-004211,MA,Keagamaan,Administrasi Publik,Administrasi Publik,PRG2-023,0.968,Administrasi Publik|Pendidikan Guru Sekolah Dasar|Psikologi,Administrasi Publik|Pendidikan Guru Sekolah Dasar|Psikologi|Pendidikan Bahasa Inggris|Kesehatan Masyarakat,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004212,SMA,IPS/Soshum,Belum yakin,Keperawatan,PRG2-017,0.863,Keperawatan|Kesehatan Masyarakat|Psikologi,Keperawatan|Kesehatan Masyarakat|Psikologi|Administrasi Publik|Pariwisata,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-004213,SMA,MIPA/IPA,Ilmu Gizi,Teknik Informatika,PRG2-001,0.934,Teknik Informatika|Teknologi Informasi|Teknik Elektro,Teknik Informatika|Teknologi Informasi|Teknik Elektro|Teknik Mesin|Sains Data,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004214,SMA,Bahasa dan Budaya,Teknik Informatika,Ilmu Gizi,PRG2-019,0.786,Ilmu Gizi|Agribisnis|Pariwisata,Ilmu Gizi|Agribisnis|Pariwisata|Farmasi|Biologi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004215,SMK,Teknik Mesin,Biologi,Teknik Sipil,PRG2-009,0.759,Teknik Sipil|Teknik Mesin|Desain Produk,Teknik Sipil|Teknik Mesin|Desain Produk|Arsitektur|Teknik Elektro,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004216,SMA,Bahasa dan Budaya,Psikologi,Agribisnis,PRG2-032,0.871,Agribisnis|Agroteknologi|Teknologi Pangan,Agribisnis|Agroteknologi|Teknologi Pangan|Ilmu Komunikasi|Biologi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004217,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Bisnis Digital,Bisnis Digital,PRG2-005,0.93,Bisnis Digital|Manajemen|Sistem Informasi,Bisnis Digital|Manajemen|Sistem Informasi|Teknik Industri|Pariwisata,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004218,MA,Keagamaan,Ilmu Gizi,Desain Komunikasi Visual,PRG2-029,0.965,Desain Komunikasi Visual|Desain Produk|Arsitektur,Desain Komunikasi Visual|Desain Produk|Arsitektur|Film dan Televisi|Ilmu Komunikasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004219,SMA,MIPA/IPA,Arsitektur,Arsitektur,PRG2-010,1.0,Arsitektur|Desain Produk|Film dan Televisi,Arsitektur|Desain Produk|Film dan Televisi|Desain Komunikasi Visual|Teknik Sipil,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004220,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Teknik Elektro,Manajemen,PRG2-026,0.784,Manajemen|Pariwisata|Bisnis Digital,Manajemen|Pariwisata|Bisnis Digital|Teknik Industri|Ilmu Komunikasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004221,SMK,Farmasi Klinis dan Komunitas,Kesehatan Masyarakat,Teknologi Pangan,PRG2-034,0.909,Teknologi Pangan|Ilmu Gizi|Biologi,Teknologi Pangan|Ilmu Gizi|Biologi|Farmasi|Agroteknologi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004222,SMA,Seni/Kreatif,Manajemen,Manajemen,PRG2-026,0.913,Manajemen|Bisnis Digital|Administrasi Publik,Manajemen|Bisnis Digital|Administrasi Publik|Pariwisata|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004223,SMK,Farmasi Klinis dan Komunitas,Sains Data,Sains Data,PRG2-003,0.88,Sains Data|Farmasi|Kimia,Sains Data|Farmasi|Kimia|Teknik Informatika|Statistika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004224,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Pendidikan Dokter,Agribisnis,PRG2-032,0.909,Agribisnis|Agroteknologi|Teknologi Pangan,Agribisnis|Agroteknologi|Teknologi Pangan|Teknologi Informasi|Teknik Informatika,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004225,SMK,Pemasaran - Bisnis Digital,Bisnis Digital,Bisnis Digital,PRG2-005,0.93,Bisnis Digital|Manajemen|Pariwisata,Bisnis Digital|Manajemen|Pariwisata|Ilmu Komunikasi|Sistem Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004226,SMK,Akuntansi dan Keuangan Lembaga,Teknik Elektro,Teknik Elektro,PRG2-006,0.904,Teknik Elektro|Teknik Informatika|Teknik Mesin,Teknik Elektro|Teknik Informatika|Teknik Mesin|Teknologi Informasi|Statistika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004227,SMK,Layanan Kesehatan,Teknik Mesin,Teknik Mesin,PRG2-008,0.913,Teknik Mesin|Teknik Elektro|Teknologi Informasi,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Informatika|Teknik Sipil,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004228,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Teknik Mesin,Teknik Mesin,PRG2-008,0.865,Teknik Mesin|Teknik Industri|Teknologi Informasi,Teknik Mesin|Teknik Industri|Teknologi Informasi|Teknik Informatika|Sistem Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004229,SMA,IPS/Soshum,Bisnis Digital,Bisnis Digital,PRG2-005,0.803,Bisnis Digital|Manajemen|Keperawatan,Bisnis Digital|Manajemen|Keperawatan|Administrasi Publik|Kesehatan Masyarakat,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004230,SMA,MIPA/IPA,Matematika,Matematika,PRG2-011,1.0,Matematika|Kimia|Sains Data,Matematika|Kimia|Sains Data|Farmasi|Pendidikan Dokter,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004231,SMK,Manajemen Perkantoran dan Layanan Bisnis,Teknik Mesin,Teknik Mesin,PRG2-008,0.895,Teknik Mesin|Teknik Industri|Teknik Elektro,Teknik Mesin|Teknik Industri|Teknik Elektro|Teknologi Informasi|Teknik Informatika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004232,MA,Keagamaan,Ekonomi Pembangunan,Ilmu Hukum,PRG2-022,0.746,Ilmu Hukum|Administrasi Publik|Ekonomi Pembangunan,Ilmu Hukum|Administrasi Publik|Ekonomi Pembangunan|Ilmu Komunikasi|Akuntansi,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-004233,SMA,Pilihan Campuran Kurikulum Merdeka,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris,PRG2-025,0.975,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Psikologi,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Psikologi|Keperawatan|Pariwisata,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004234,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Keperawatan,Keperawatan,PRG2-017,0.912,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Psikologi|Ilmu Gizi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004235,SMA,Bahasa dan Budaya,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris,PRG2-025,1.0,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Psikologi,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Psikologi|Pariwisata|Keperawatan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004236,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Arsitektur,Administrasi Publik,PRG2-023,0.878,Administrasi Publik|Kesehatan Masyarakat|Keperawatan,Administrasi Publik|Kesehatan Masyarakat|Keperawatan|Psikologi|Pendidikan Guru Sekolah Dasar,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004237,SMK,Agribisnis Tanaman/Ternak/Perikanan,Statistika,Statistika,PRG2-012,0.795,Statistika|Sains Data|Kimia,Statistika|Sains Data|Kimia|Farmasi|Biologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004238,SMK,Akuntansi dan Keuangan Lembaga,Teknik Industri,Teknik Industri,PRG2-007,0.858,Teknik Industri|Akuntansi|Sistem Informasi,Teknik Industri|Akuntansi|Sistem Informasi|Statistika|Farmasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004239,SMK,Manajemen Perkantoran dan Layanan Bisnis,Bisnis Digital,Bisnis Digital,PRG2-005,0.883,Bisnis Digital|Manajemen|Teknik Industri,Bisnis Digital|Manajemen|Teknik Industri|Akuntansi|Sistem Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004240,SMK,Manajemen Perkantoran dan Layanan Bisnis,Manajemen,Manajemen,PRG2-026,0.858,Manajemen|Bisnis Digital|Pariwisata,Manajemen|Bisnis Digital|Pariwisata|Teknik Industri|Agribisnis,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004241,SMK,Teknik Elektronika,Teknik Mesin,Teknik Mesin,PRG2-008,0.912,Teknik Mesin|Teknik Elektro|Teknologi Informasi,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Informatika|Teknik Sipil,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004242,SMK,Layanan Kesehatan,Pariwisata,Pariwisata,PRG2-035,0.868,Pariwisata|Keperawatan|Kesehatan Masyarakat,Pariwisata|Keperawatan|Kesehatan Masyarakat|Manajemen|Bisnis Digital,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004243,SMK,Farmasi Klinis dan Komunitas,Agribisnis,Agribisnis,PRG2-032,0.968,Agribisnis|Agroteknologi|Teknologi Pangan,Agribisnis|Agroteknologi|Teknologi Pangan|Biologi|Bisnis Digital,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004244,MA,Keagamaan,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris,PRG2-025,0.918,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Pendidikan Dokter,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Pendidikan Dokter|Administrasi Publik|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004245,SMK,Akuntansi dan Keuangan Lembaga,Agroteknologi,Teknik Mesin,PRG2-008,0.902,Teknik Mesin|Teknik Elektro|Teknologi Informasi,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Agroteknologi|Teknik Informatika,sebagian_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-004246,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Belum yakin,Pariwisata,PRG2-035,0.888,Pariwisata|Manajemen|Pendidikan Guru Sekolah Dasar,Pariwisata|Manajemen|Pendidikan Guru Sekolah Dasar|Bisnis Digital|Keperawatan,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-004247,MA,IPS/Soshum,Keperawatan,Ilmu Komunikasi,PRG2-021,0.77,Ilmu Komunikasi|Sistem Informasi|Teknik Industri,Ilmu Komunikasi|Sistem Informasi|Teknik Industri|Pendidikan Bahasa Inggris|Ilmu Hukum,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
